110.00,-2.16
110.00,-2.16
110.00,-2.17
110.00,-2.19
110.00,-2.17
110.00,-2.08
110.00,-1.90
110.00,-1.62
110.00,-1.31
110.00,-0.86
110.00,-0.89
110.00,-0.07
110.00,0.83
110.00,1.93
110.00,3.12
110.00,4.36
110.00,5.58
110.00,7.07
110.00,8.75
110.00,10.66
110.00,12.79
110.00,14.92
110.00,17.53
110.00,20.41
110.00,23.58
110.00,26.69
110.00,30.37
110.00,34.17
110.00,38.03
110.00,41.71
110.00,46.09
110.00,50.83
110.00,55.96
110.00,61.09
110.00,61.13
110.00,61.15
110.00,61.19
110.00,64.55
110.00,66.05
110.00,67.00
110.00,66.99
110.00,66.73
110.00,66.57
110.00,66.54
110.00,66.37
110.00,65.82
110.00,65.10
110.00,64.12
110.00,63.14
110.00,62.61
110.00,62.21
110.00,61.85
110.00,61.49
110.00,61.21
110.00,61.08
110.00,61.17
110.00,61.53
110.00,62.05
110.00,62.58
110.00,62.89
110.00,63.20
110.00,63.23
110.00,62.87
110.00,62.52
110.00,62.21
110.00,61.99
110.00,62.08
110.00,62.35
110.00,62.67
110.00,62.89
110.00,62.94
110.00,62.95
110.00,62.93
110.00,62.89
110.00,62.88
110.00,62.87
110.00,62.89
110.00,62.96
110.00,63.04
110.00,63.10
110.00,63.11
110.00,63.07
110.00,62.99
110.00,62.87
110.00,62.92
110.00,62.96
110.00,62.86
110.00,62.82
110.00,62.86
110.00,63.00
110.00,63.23
110.00,63.60
110.00,63.97
110.00,64.23
110.00,64.26
110.00,64.31
110.00,64.24
110.00,64.18
110.00,64.12
110.00,64.08
110.00,64.14
110.00,64.28
110.00,64.39
110.00,64.45
110.00,64.44
110.00,64.42
110.00,64.39
110.00,64.36
110.00,64.33
110.00,64.25
110.00,64.04
110.00,63.66
110.00,63.15
110.00,62.57
110.00,61.95
110.00,61.01
110.00,59.94
110.00,58.75
110.00,57.49
110.00,56.03
110.00,54.67
110.00,53.32
110.00,51.76
110.00,50.28
110.00,48.70
110.00,47.17
110.00,45.44
110.00,43.66
110.00,41.51
110.00,39.46
110.00,37.61
110.00,35.92
110.00,34.05
110.00,32.28
110.00,30.73
110.00,29.38
110.00,29.42
110.00,29.38
110.00,28.96
110.00,28.90
110.00,29.00
110.00,29.24
110.00,29.45
110.00,29.82
110.00,29.85
110.00,30.47
110.00,31.11
110.00,31.81
110.00,32.36
110.00,32.77
110.00,33.16
110.00,33.60
110.00,33.92
110.00,34.19
110.00,34.47
110.00,34.70
110.00,34.98
110.00,35.26
110.00,35.59
110.00,35.82
110.00,35.91
110.00,35.89
110.00,35.76
110.00,35.49
110.00,35.15
110.00,34.75
110.00,34.15
110.00,33.36
110.00,32.51
110.00,31.78
110.00,30.87
110.00,29.90
110.00,28.81
110.00,27.61
110.00,26.48
110.00,25.23
110.00,23.97
110.00,22.75
110.00,21.66
110.00,19.55
110.00,18.69
110.00,17.69
110.00,16.67
110.00,15.37
110.00,13.80
110.00,12.06
110.00,10.16
110.00,8.19
110.00,6.11
110.00,3.81
110.00,1.37
110.00,-0.84
110.00,-3.22
110.00,-5.57
110.00,-7.77
110.00,-9.73
110.00,-11.79
110.00,-13.73
110.00,-15.49
110.00,-16.93
110.00,-18.29
110.00,-19.45
110.00,-20.47
110.00,-21.27
110.00,-21.88
110.00,-22.37
110.00,-22.57
110.00,-22.69
110.00,-22.76
110.00,-22.72
110.00,-22.54
110.00,-22.32
110.00,-22.13
110.00,-21.92
110.00,-21.65
110.00,-21.39
110.00,-21.16
110.00,-20.97
110.00,-20.89
110.00,-20.86
110.00,-20.83
110.00,-20.76
110.00,-20.64
110.00,-20.66
110.00,-20.40
110.00,-20.11
110.00,-19.78
110.00,-19.43
110.00,-19.09
110.00,-18.83
110.00,-18.57
110.00,-18.34
110.00,-18.12
110.00,-17.92
110.00,-17.70
110.00,-17.69
110.00,-17.43
110.00,-17.20
110.00,-17.18
110.00,-17.16
110.00,-16.72
110.00,-16.19
110.00,-15.71
110.00,-15.16
110.00,-14.57
110.00,-13.94
110.00,-13.40
110.00,-13.40
110.00,-12.59
110.00,-11.76
110.00,-10.98
110.00,-10.10
110.00,-9.23
110.00,-8.30
110.00,-7.28
110.00,-6.08
110.00,-4.70
110.00,-3.18
110.00,-1.52
110.00,0.07
110.00,1.82
110.00,3.48
110.00,5.00
110.00,6.01
110.00,6.70
110.00,6.95
110.00,7.00
110.00,7.02
110.00,7.00
110.00,7.16
110.00,7.49
110.00,8.03
110.00,8.73
